Alternative Customer Number,Category,Customer Type,Salutation,First Name,Surname,Billing Address,Billing Address2,Billing Suburb,Billing State,Billing Postal (Zip) Code,Billing Country,Phone Number,Mobile Number,Fax Number,Email Address,Company,Business Name Type,Company Trading Name,ABN,ACN,Notes/Feedbacks,Is Home Address same as Billing Address?,Home Address,Home Address2,Home Suburb,Home State,Home Postal (Zip) Code,Home Country,Billing Email,Account Name,Authentication Type,Authentication Number,Date of Birth,Referee Name,Referee Contact Number,Referee Relationship to Tenant,Enable Internet Access?,Internet Password,Secondary Customer Name,Secondary Phone Number,Secondary Mobile Number,Secondary Fax Number,Secondary Email,Life Support Status,Purchase Order,Contract Start Date,Contract Term,Overdue Interest % (Base Rate) ,Overdue Interest % (Additional) ,Early Payment Discount,Early Payment Discount Rate,Payment Term Method ,Payment Term Number of Days ,Card First Name,Card Last Name,Card Type,Card No.,Card Start Date,Card Expiry Date
,R,Tenant,Mr,William,Clarke,518 Palm Cove Close, ,ESSENDON NORTH,VIC,3041,Australia,0322814592,0358234523, ,WilliamClarke@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Mitchell,Bell,495 Coastal Drive Boulevard, ,STRATHMORE,VIC,3041,Australia,0359444625,0395341159, ,MitchellBell@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Archer,Johnson,431 Australian Rules Court, ,STRATHMORE HEIGHTS,VIC,3041,Australia,0382972173,0325314166, ,ArcherJohnson@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Ethan,Hooper,899 Sydney Harbour Alley, ,AIRPORT WEST,VIC,3042,Australia,0351334331,0364239196, ,EthanHooper@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Sophie,Jackson,813 Koala Path, ,KEILOR PARK,VIC,3042,Australia,0363771317,0374273677, ,SophieJackson@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Lucas,Hall,841 Alice Springs Parade, ,NIDDRIE,VIC,3042,Australia,0321927359,0375411551, ,LucasHall@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Ella,Baker,396 Surfside Way, ,NIDDRIE NORTH,VIC,3042,Australia,0396411387,0382959925, ,EllaBaker@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Lucy,Evans,521 Opal Path, ,GLADSTONE PARK,VIC,3043,Australia,0352261897,0336387537, ,LucyEvans@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Oliver,Turner,419 Koala Path, ,GOWANBRAE,VIC,3043,Australia,0383975467,0362278171, ,OliverTurner@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Abigail,Evans,877 Desert Oasis Place, ,TULLAMARINE,VIC,3043,Australia,0361983532,0396332988, ,AbigailEvans@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,James,Chen,945 Emu Walk Alley, ,PASCOE VALE,VIC,3044,Australia,0329475629,0317761826, ,JamesChen@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Amelia,Wilson,457 Ayers Rock Boulevard, ,PASCOE VALE SOUTH,VIC,3044,Australia,0324831857,0358363849, ,AmeliaWilson@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Caleb,Wilson,462 Outback Street, ,MELBOURNE AIRPORT,VIC,3045,Australia,0352295394,0381625773, ,CalebWilson@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Archer,Harris,649 Koala Path, ,GLENROY,VIC,3046,Australia,0314892362,0374442127, ,ArcherHarris@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Zoe,Turner,948 Rainforest Crescent, ,HADFIELD,VIC,3046,Australia,0323368428,0351128422, ,ZoeTurner@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Matilda,Khan,844 Kangaroo Island Boulevard, ,OAK PARK,VIC,3046,Australia,0386397812,0349688447, ,MatildaKhan@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Lincoln,Martin,874 Australia Fair Grove, ,BROADMEADOWS,VIC,3047,Australia,0319749394,0394475827, ,LincolnMartin@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Toby,Campbell,258 Australian Open Place, ,DALLAS,VIC,3047,Australia,0393423249,0315828985, ,TobyCampbell@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Liam,Brooks,814 Great Ocean Road Place, ,JACANA,VIC,3047,Australia,0355774981,0368749896, ,LiamBrooks@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,R,Tenant,Mr,Lucy,Jones,896 Alice Springs Parade, ,COOLAROO,VIC,3048,Australia,0352592122,0376389521, ,LucyJones@yopmail.com, , , , , , ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
